cluster,gene,p_val_adj,p_val,avg_log2FC,pct.1,pct.2
15,Hspa1l,1.3037082242319743e-30,8.704154254453026e-35,-17.13346703397706,0.002,0.141
15,Nxpe4,1,0.0022504932360958665,-17.512461427560925,0.011,0.109
15,Srpx,7.06818201638923e-21,4.719042606749386e-25,-17.562020219236402,0.007,0.109
15,Mpeg1,1,0.00187838994921106,-17.564188378319955,0.002,0.073
15,Ptprcap,8.358485708320345e-6,5.580508551422316e-10,-19.384640601756782,0.004,0.078
15,Baiap2,1,4.411848594704545e-4,-19.79995274576593,0.007,0.15
16,Hoxc5,1.8069178428889086e-15,1.20638125443244e-19,8.581704706381409,0.008,0.244
16,mt-Nd4l,1.8085933910827284e-228,1.2074999272818324e-232,9.395798107662511,1,0.332
16,mt-Nd3,1.3909259875766917e-235,9.28646005859722e-240,9.731505179875498,1,0.299
16,mt-Nd2,8.735957686121958e-237,5.832526162452903e-241,10.531159341829525,1,0.274
16,mt-Nd1,4.283531428577505e-236,2.859882112817135e-240,10.643589517588785,1,0.271
16,mt-Nd5,7.450986611167035e-233,4.974620517537078e-237,10.650808397565648,1,0.328
16,mt-Co2,3.005700035682488e-237,2.0067432472175776e-241,11.50186344050551,1,0.277
16,mt-Nd4,4.335644190223323e-237,2.8946749834579534e-241,11.533107421615357,1,0.272
16,mt-Atp6,3.3933323079735824e-237,2.265544337010003e-241,11.636276720878845,1,0.271
16,mt-Co3,5.350966368900337e-237,3.572550653558777e-241,12.016726440921964,1,0.277
16,Adh7,7.831097946253753e-28,5.228400284586562e-32,-19.690370892518704,0.005,0.097
16,Sox11,5.4522210344925e-44,3.6401529139354385e-48,-19.860811799767298,0.061,0.153
16,F10,8.307981158988453e-36,5.54678939710806e-40,-20.345806225419615,0.219,0.242
16,Lrrc10b,2.5624070588040947e-58,1.710780517294762e-62,-20.444190141940837,0.235,0.099
16,Ccl11,4.812680746356085e-19,3.213166475067489e-23,-20.72817293090584,0.019,0.09
16,Ece1,5.34838398184427e-5,3.5708265334786156e-9,-20.918003817330366,0.067,0.243
16,Ptprb,1.271661708125011e-18,8.490197009781086e-23,-21.091754728174653,0.061,0.161
16,Klrb1a,4.1604080910839006e-43,2.7776793237307386e-47,-21.103892301373854,0.115,0.163
16,Fxyd3,7.04820246626374e-42,4.7057033424113634e-46,-21.841836205393204,0.36,0.272
16,Mau2,9.46742212879527e-13,6.320885384427341e-17,-24.756621050777,0.008,0.282
17,Psen2,2.1504273099345612e-95,1.4357239350611305e-99,11.068329841421473,0.854,0.249
17,Masp1,1,1.3634978845756133e-4,11.217373341295898,0.407,0.117
17,Nts,3.1583123831910957e-96,2.108634252364198e-100,11.239974798203928,0.782,0.139
17,Ctnnal1,3.107265406349387e-89,2.0745529485574756e-93,11.267359955131825,0.811,0.161
17,Atp8a2,1.295979034624722e-47,8.652550638434517e-52,11.874508316831875,0.646,0.085
17,Adgrg3,1,1.556677157831197e-4,12.180498502187287,0.375,0.159
17,Sh2d4b,0.07025077944459153,4.69026435068711e-6,12.301705535677232,0.3,0.177
17,Clca3a1,1.8628309259123606e-157,1.2437113939860867e-161,12.701464440749195,0.932,0.052
17,4833422C13Rik,8.521410757968309e-14,5.6892847896703885e-18,13.429987987200882,0.511,0.162
17,Htr2b,2.8480057047478184e-56,1.9014592767711433e-60,13.815422944650384,0.682,0.015
17,Dyrk3,0.7970360690731272,5.321378482261498e-5,-16.298877998456078,0.025,0.164
17,Tent5c,0.03411384757365562,2.277596980481748e-6,-16.352608585996443,0.054,0.161
17,H2-DMa,1.5819728924365922e-8,1.056197684895575e-12,-16.50678878765469,0.071,0.122
17,Entpd2,4.407006162877397e-4,2.942319510533714e-8,-16.622184020796993,0.039,0.128
17,Hmcn2,1,4.154608178076057e-4,-16.832525746978266,0.004,0.123
17,Dse,4.666265031032749e-18,3.1154126258731135e-22,-17.17224695039097,0.05,0.199
17,Hcst,1,5.695009879573912e-4,-17.223425320987282,0.039,0.097
17,Tcf7,1,0.0016556333019913673,-17.960187351258984,0.036,0.088
17,Cyth4,1.3461462652772795e-7,8.987490087309918e-12,-18.363382974496147,0.032,0.12
17,Dpp4,0.0653354567744984,4.362094857424115e-6,-19.851908197102905,0.007,0.088
