"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Creb5",4.33932395618097e-101,13.911735190396,0.455,0.09,6.49943942156785e-97
"Adora2b",5.43863263488646e-104,-13.8846970050026,0.021,0.332,8.14598396053293e-100
"Cbfa2t3",1.17274278990575e-130,-13.8784414022727,0.022,0.414,1.75653415072083e-126
"Cmpk2",3.88881969738616e-67,-13.8777536396817,0.02,0.285,5.82467414274498e-63
"Plin2",9.53422091005148e-215,-13.8563724475308,0.048,0.663,1.42803560790751e-210
"Ifi44",2.85869867333952e-69,-13.8438172947595,0.036,0.314,4.28175887292793e-65
"Arl5c",1.14975117912832e-98,-13.8425459784277,0.035,0.421,1.72209731609839e-94
"Pclaf",3.56095716160726e-08,-13.8340480180333,0.348,0.379,0.000533360163665535
"Snx2",1.62860924305764e-190,-13.8030668415943,0.08,0.692,2.43933092425173e-186
"Tnfrsf13b",4.93914503387624e-238,-13.7882237780458,0.025,0.569,7.39785143173984e-234
"Rtp4",3.94868324097724e-82,-13.7443323698821,0.046,0.324,5.91433775833571e-78
"Tnfrsf21",1.50037227739347e-141,-13.7393102366217,0.211,0.641,2.24725759707994e-137
"Ptger2",6.43103327761838e-102,-13.7153140420698,0.079,0.484,9.63240164321681e-98
"Icosl",6.7860392778021e-196,-13.7139705899491,0.017,0.485,1.0164129630292e-191
"Plau",1.33192226402122e-60,-13.7087012099146,0.036,0.262,1.99495316705098e-56
"Ifi27l2a",0,-13.7027129936913,0.056,0.807,0
"Il4i1",9.6646765389178e-14,-13.6982073920425,0.182,0.191,1.44757525199911e-09
"Ccl8",1.73637171228209e-113,-13.6949452147428,0.052,0.456,2.60073755065612e-109
"Pglyrp1",2.04515994727158e-32,-13.694940459325,0.167,0.262,3.06324056902337e-28
"Clec2g",2.17505036551195e-103,-13.6935432187463,0.005,0.29,3.2577904374638e-99
"Marcks",0,-13.6928911564542,0.04,0.841,0
"Syk",0,-13.6746227528499,0.053,0.757,0
"Rnase4",2.9508708693522e-50,-13.6733198873842,0.061,0.331,4.41981438811573e-46
"Plcb2",8.7162750357873e-140,-13.6573035519321,0.005,0.344,1.30552367486022e-135
"Cd40",2.17297242334229e-124,-13.6450720538698,0.067,0.516,3.25467809568208e-120
"Coro2a",1.32174512044969e-135,-13.6414499016845,0.028,0.382,1.97970984140954e-131
"Mcm5",1.71850749480896e-46,-13.6229863883022,0.035,0.297,2.57398052572486e-42
"Fcho1",1.83962687535199e-107,-13.6226143799585,0.016,0.345,2.7553931339022e-103
"Tsc22d3",3.23793961796335e-258,-13.6123094975013,0.067,0.732,4.84978595978551e-254
"Gch1",2.26061176547149e-241,-13.607072765701,0.024,0.592,3.38594430232319e-237
"Tenm4",1.81542180849953e-118,-13.5876664282671,0.081,0.539,2.71913878477059e-114
"Dck",2.63970792831779e-45,-13.5857456240504,0.178,0.442,3.95375453503438e-41
"Epor",1.44961546939791e-197,-13.548865183653,0.043,0.527,2.17123405006419e-193
"E2f1",2.84354400281134e-150,-13.5440749912446,0.018,0.438,4.25906020741082e-146
"Cxcl2",5.32761144241668e-184,-13.4870439876576,0.071,0.565,7.97969641845171e-180
"P2ry10",5.70760248944872e-45,-13.483812146102,0.036,0.211,8.5488470086963e-41
"Rgs10",0,-13.4825903918667,0.017,0.79,0
"Hk3",1.58162599145348e-224,-13.4652455993014,0.02,0.559,2.36895940999903e-220
"Hist1h1b",8.08709208024392e-31,-13.4565499339391,0.233,0.448,1.21128465177893e-26
"Ifi207",6.91329590355133e-255,-13.4518229781571,0.021,0.62,1.03547346043392e-250
"Akr1c13",1.026687320115e-183,-13.4478811308136,0.02,0.518,1.53777226806824e-179
"Cenpe",1.97898330416635e-164,-13.443200187367,0.019,0.402,2.96412119298035e-160
"Cdca8",2.0995419171661e-163,-13.4291495230146,0.056,0.547,3.14469388353138e-159
"Gas7",0,-13.4185166549818,0.019,0.778,0
"Usp18",1.4828541213489e-21,-13.4034555793149,0.076,0.212,2.22101890295638e-17
"Timeless",3.87192582604881e-107,-13.3791540253486,0.004,0.308,5.79937050225591e-103
"Rps6ka1",1.56674097423654e-226,-13.3690055924775,0.003,0.482,2.34666463121148e-222
"Grip2",3.39939489956865e-193,13.3408616376297,0.57,0.056,5.09161368057393e-189
"F2rl2",4.77616123775192e-81,-13.3377183347572,0.106,0.376,7.15373430190482e-77
"Rap1b",2.32259804556318e-193,-13.3349444702672,0.152,0.767,3.47878735264453e-189
"Lgals3",5.2459126653159e-269,-13.3256198524814,0.03,0.676,7.85732799011015e-265
"Trim30a",4.48850091186579e-232,-13.3093035860096,0.03,0.587,6.72287666579259e-228
"Tmem176b",0,-13.3091926927315,0.025,0.757,0
"Ifit3",5.50669286129373e-94,-13.2890162774009,0.066,0.382,8.24792456764575e-90
"Ass1",6.38903295750499e-34,-13.2868250237076,0.016,0.152,9.56949356375097e-30
"Slc2a4",2.63089286822796e-62,13.280228132571,0.251,0.023,3.94055133803183e-58
"Ckap2l",1.10612356259729e-146,-13.2784362232307,0.02,0.404,1.65675187205822e-142
"Vdr",1.30221458234694e-44,-13.2746599801422,0.025,0.222,1.95045700143924e-40
"Sash3",5.56607289903455e-172,-13.2744322449668,0.009,0.443,8.33686398817395e-168
"Susd1",3.04585332217732e-103,-13.2660778497006,0.168,0.483,4.56207910595719e-99
"Kctd14",8.31206522557786e-128,-13.2529870023521,0.012,0.348,1.24498112948705e-123
"Clec2i",4.2559460292193e-304,-13.2341169486607,0.013,0.604,6.37455596256466e-300
"Hist1h1d",3.38221767592454e-40,-13.2139370214101,0.076,0.312,5.06588563499978e-36
"Limd2",1.67071391471693e-274,-13.1933145891998,0.02,0.603,2.50239530146301e-270
"Tppp3",5.15233272235477e-57,-13.1414434471647,0.101,0.449,7.71716395154297e-53
"Ezr",3.94185179591023e-118,-13.1027692541754,0.045,0.438,5.90410561991434e-114
"Slc37a2",1.39478430415335e-122,-13.1000575309493,0.05,0.456,2.08910793076089e-118
"Il18r1",4.64925860014031e-17,-13.0967380309292,0.11,0.208,6.96365953129015e-13
"Bst2",5.35749018274076e-90,-13.0934416046641,0.08,0.482,8.02444879570911e-86
"Strip2",7.29760884899249e-35,-13.0915090785462,0.007,0.122,1.09303585340209e-30
"Cstb",5.36330878636572e-105,-13.0887696550383,0.119,0.602,8.03316390021857e-101
"Snx20",0,-13.0858752606709,0.005,0.737,0
"Arg1",0.000801603532263513,-13.0706799163021,0.132,0.197,1
"Lipg",3.8143100894583e-51,-13.0672802044245,0.004,0.172,5.71307365199064e-47
"Bcl3",1.71725175928064e-156,-13.0589006001287,0.016,0.423,2.57209968505055e-152
"Kif15",1.1205902950897e-49,-13.0584731073074,0.122,0.442,1.67842014398535e-45
"Slfn9",6.05554922923209e-113,-13.0565021301686,0.028,0.389,9.07000163554383e-109
"Nrip2",6.58558569446421e-23,13.0375786707643,0.171,0.05,9.86389025316849e-19
"Serpinb2",1.89252280853413e-40,-13.037250949558,0.298,0.478,2.83462066262242e-36
"Ciita",0,-12.9827112092504,0.043,0.756,0
"Ctnnd2",7.83760960187099e-47,-12.9768393581528,0.016,0.198,1.17391716616824e-42
"Scn4b",1.50912393961885e-80,12.9739494017194,0.208,0.014,2.26036583676112e-76
"Arrb2",2.80983094161632e-165,-12.9498332360617,0.202,0.701,4.20856478435293e-161
"Rab20",2.95279039251218e-102,-12.9478651266446,0.266,0.611,4.42268944990475e-98
"Meis1",1.23157077748099e-190,12.9466922574171,0.581,0.058,1.84464671051103e-186
"Krt80",2.16059895510586e-185,-12.9408795137798,0.014,0.494,3.23614511495756e-181
"Pafah1b3",7.37315485566344e-168,-12.9183091523819,0.034,0.488,1.10435113428127e-163
"Ggt5",1.87363655607361e-146,-12.9158129942367,0.021,0.441,2.80633283368706e-142
"Apobec1",5.95083767669665e-264,-12.9103242686166,0.052,0.683,8.91316467215624e-260
"Ifi30",4.78806026148882e-218,-12.8948238298407,0.092,0.732,7.17155665965795e-214
"Fes",1.13728971016197e-319,-12.8945521449634,0.068,0.744,1.70343252788059e-315
"Stac2",1.14570427082892e-52,-12.8797442801985,0.23,0.485,1.71603585684756e-48
"Add3",5.62766192940277e-207,-12.8758763842161,0.034,0.624,8.42911203785947e-203
"Plek",2.05923122014744e-297,-12.8680030013227,0.014,0.661,3.08431652153684e-293
"Ptger4",1.39586010306096e-78,-12.8633818142985,0.021,0.3,2.09071926236471e-74
"Rims3",3.97215912414001e-23,-12.8468652425382,0.178,0.272,5.94949993613691e-19
"Tlr2",4.10453774155388e-101,-12.843205332945,0.252,0.573,6.1477766292994e-97
"H2-K1",6.4004686617528e-265,-12.841442952798,0.095,0.764,9.58662196157335e-261
"Kctd16",1.21308024678913e-70,12.8130772440479,0.262,0.048,1.81695159364076e-66
"Gprc5a",3.20741397632624e-25,-12.7887128049983,0.017,0.147,4.80406465374145e-21
"Rasgrp1",1.04684752147399e-153,-12.7797289242022,0.011,0.419,1.56796821766375e-149
"Parvb",8.15864911650818e-210,-12.7775120896343,0.043,0.573,1.22200246467059e-205
"Gm10134",1.50591637163671e-216,-12.7699532312172,0.071,0.633,2.25556154143746e-212
"Treml2",1.81098020606795e-109,-12.7687530082569,0.05,0.382,2.71248615264858e-105
"Unc93b1",0,-12.7662716058272,0.026,0.912,0
"Clspn",4.21891122376861e-53,-12.7505794881697,0.151,0.49,6.31908523096062e-49
"Tnfaip8l1",1.25351676646676e-77,-12.7253513858177,0.03,0.252,1.87751741281391e-73
"Klhl33",1.71195360612166e-62,-12.7221456590043,0.089,0.345,2.56416411124902e-58
"H19",3.09982310452448e-20,-12.6975018091071,0.219,0.075,4.64291504595677e-16
"Prg4",3.52898581792194e-15,-12.6900037491843,0.08,0.155,5.28571495808349e-11
"Grm3",6.50210880620887e-154,12.6808825219914,0.344,0.039,9.73885856993965e-150
"Smpdl3b",1.51812141072589e-127,-12.674521311471,0.181,0.621,2.27384224898523e-123
"Cenph",1.59508415928737e-70,-12.6685857695081,0.22,0.52,2.38911705378062e-66
"Cdt1",1.34919958499097e-45,-12.6644685528339,0.218,0.505,2.02083113839947e-41
"Ankrd33b",5.75339241557553e-52,-12.6552655514823,0.05,0.262,8.61743116004903e-48
"Serpinb1a",2.24891683967584e-95,-12.6543148601778,0.036,0.384,3.36842764246647e-91
"Vav1",7.39592453803494e-257,-12.6531225237687,0.008,0.569,1.10776157730687e-252
"Siglec1",3.44349994710773e-232,-12.6440268610469,0.076,0.62,5.15767422077795e-228
"Plk1",4.07716609547732e-28,-12.638894187228,0.148,0.323,6.10677937780593e-24
"Slc11a1",0,-12.6292753165382,0.018,0.769,0
"Abcg1",2.05802843618505e-156,-12.6288028225085,0.055,0.495,3.08251499171797e-152
"3830403N18Rik",5.53958897619482e-07,-12.6230070621279,0.052,0.137,0.0082971963685446
"Bche",7.64432356782058e-84,12.6148097564626,0.234,0.019,1.14496678398817e-79
"Cst7",1.32144240802853e-73,-12.6141404236663,0.031,0.24,1.97925643874513e-69
"Pstpip1",2.83847843987126e-246,-12.6100123608352,0.045,0.61,4.25147300723918e-242
"BC147527",1.35430319072697e-106,-12.6083558673513,0.016,0.342,2.02847531907085e-102
"Ccdc170",3.55292143857237e-17,-12.600367155807,0.128,0.293,5.32156573069369e-13
"Tm4sf5",8.70072670359434e-15,-12.5930136354304,0.406,0.368,1.30319484566436e-10
"Pde2a",6.53209030673369e-94,-12.5803987257467,0.018,0.33,9.78376486142572e-90
"Apobr",1.61066294022853e-195,-12.5778631418409,0.016,0.525,2.4124509518743e-191
"Six5",5.60930776589056e-42,12.5768709297467,0.236,0.047,8.40162117175089e-38
"Serinc3",2.53560189108307e-141,-12.5696024208702,0.282,0.714,3.79782451246423e-137
"Epha7",6.77166243271761e-140,12.5630877820375,0.356,0.019,1.01425959917244e-135
"Cxcr2",6.87190692781528e-18,-12.5568640371043,0.367,0.417,1.02927421964817e-13
"Spc24",1.55370402773976e-14,-12.5390616769133,0.05,0.225,2.32713789274861e-10
"S100a4",1.25284582689671e-85,-12.5298381309949,0.121,0.476,1.8765124795259e-81
"Zfp334",6.74115565237884e-158,12.5272931049309,0.348,0.006,1.0096902936133e-153
"Cdkn3",6.10711851041036e-52,-12.506125602087,0.138,0.436,9.14724210489264e-48
"Ntrk3",3.29379491916074e-217,12.4905438050513,0.606,0.052,4.93344602991896e-213
"Dock2",0,-12.4672844909451,0.034,0.755,0
"Ccr2",5.53737806457848e-309,-12.4665453226013,0.017,0.631,8.29388486512564e-305
"Abcg3",3.54869953881254e-106,-12.4561001788311,0.205,0.564,5.31524216923343e-102
"Sap30",2.12229712047051e-155,-12.4523502451964,0.041,0.502,3.17877662704073e-151
"Synpo2l",3.05392121230939e-129,12.4453966757294,0.321,0.015,4.574163191797e-125
"Lcp1",0,-12.4447116337187,0.014,0.875,0
"Wdr95",7.25093533354322e-125,12.4396544755549,0.419,0.034,1.0860450942581e-120
"Serpina3g",2.46816235526939e-88,-12.4322616711403,0.048,0.379,3.69681357572249e-84
"Rpl39l",2.37410693802973e-163,-12.4286649705516,0.005,0.33,3.55593737178093e-159
"Il10ra",0,-12.3722153131834,0.009,0.664,0
"Prc1",9.27450468209631e-15,-12.3669587383578,0.236,0.398,1.38913531128439e-10
"Foxred2",1.49968718428358e-69,-12.3600422935817,0.12,0.434,2.24623146461994e-65
"Ly9",1.97626258336499e-323,-12.3532937809392,0.012,0.618,2.96004609736408e-319
"Mcub",9.30550876031223e-230,-12.3507246002604,0.028,0.616,1.39377910211957e-225
"Gpr65",1.65464478420005e-194,-12.3477029268954,0.088,0.624,2.47832695777484e-190
"Ifi206",3.62102995696851e-93,-12.3410333117496,0.016,0.323,5.42357866954744e-89
"Matk",5.48131821384954e-83,-12.3333244656469,0.094,0.37,8.20991842070384e-79
"Kif20b",1.07400349814941e-48,-12.3305810253313,0.142,0.386,1.60864243952819e-44
"Zc3h12a",1.09837770301852e-120,-12.3284121390131,0.112,0.547,1.64515012358114e-116
"Cenpm",1.48679500633124e-36,-12.3244330330595,0.073,0.306,2.22692156048293e-32
"Psmb8",0,-12.3186088360434,0.016,0.723,0
"Stard8",2.71678770229575e-248,-12.3132624794156,0.035,0.627,4.06920462049857e-244
"Myo1g",2.61331000523167e-194,-12.3123256737636,0.069,0.572,3.91421572583599e-190
"Homer2",6.12845352314253e-71,-12.3115074448915,0.106,0.397,9.17919768696288e-67
"Arpc5",3.9285347793596e-235,-12.3074840640536,0.126,0.803,5.8841593925248e-231
"Gm5431",6.52535719644135e-68,-12.3043651134565,0.319,0.522,9.77368000882985e-64
"Tnfrsf1b",1.0977338922139e-109,-12.2999681068813,0.324,0.607,1.64418582375798e-105
"Cit",5.96159141261648e-137,-12.2881419677382,0.009,0.339,8.92927161781697e-133
"H2-DMb1",0,-12.2865205014348,0.032,0.802,0
"Arhgap4",1.90377263716555e-195,-12.2755431569638,0.11,0.599,2.85147065594656e-191
"Atp2b1",1.17934393479452e-222,-12.2560401228632,0.249,0.868,1.76642134553524e-218
"Man1a",3.04273130078328e-198,-12.2559324765974,0.036,0.585,4.55740294231319e-194
"Hexa",5.19623661700614e-319,-12.2541764060846,0.112,0.866,7.7829232049518e-315
"Slamf9",2.70020697097221e-142,-12.22779462042,0.14,0.595,4.04437000112218e-138
"Morrbid",1.23666540386313e-08,-12.2144385439614,0.201,0.23,0.000185227744190619
"Mcm10",1.51252719272864e-186,-12.2106986556838,0.011,0.484,2.26546322926896e-182
"Gm48053",6.72708010098573e-251,12.2103905557074,0.631,0.041,1.00758205752564e-246
"Rian",7.90063973510488e-52,12.1980488801427,0.326,0.049,1.18335781952401e-47
"Cdk2ap2",3.43861054794284e-91,-12.19703462997,0.107,0.53,5.15035087870879e-87
"Lcn2",2.94992825201888e-10,-12.1917359069498,0.163,0.174,4.41840253587387e-06
"Slfn8",8.82726781063022e-229,-12.1497786306438,0.044,0.584,1.32214817267619e-224
"Cd1d1",3.39927041973269e-26,-12.1440872708036,0.306,0.373,5.09142723467563e-22
"Gm16104",5.59142951429504e-105,-12.1270274780891,0.056,0.422,8.37484312651111e-101
"Adap1",3.50218209418495e-39,-12.1226413973631,0.489,0.487,5.24556834067021e-35
"Gm17167",2.25963827188396e-98,12.1111477312481,0.337,0.031,3.3844862036278e-94
"Prdx5",2.45793134414388e-42,-12.1097836766885,0.162,0.432,3.6814895672587e-38
"Fignl1",2.68369764825951e-200,-12.1015188793207,0.033,0.492,4.0196423375631e-196
"Fam49a",2.49505775183297e-150,-12.0696847422591,0.085,0.565,3.73709750069542e-146
"Pik3r6",7.9566975866441e-108,-12.0694834774083,0.167,0.536,1.19175416452755e-103
"Nat14",7.98357504055877e-57,12.0657735988391,0.189,0.014,1.19577986957489e-52
"Lyz2",0,-12.055692830289,0.105,0.938,0
"Oas2",9.47920497734229e-147,-12.049830998846,0.048,0.429,1.41979532150633e-142
"Ctla4",9.33639973274736e-39,-12.0400413988625,0.014,0.168,1.3984059519709e-34
"Ifi47",2.71578472551722e-63,-12.0287934311083,0.051,0.333,4.06770236187969e-59
"Cenpn",6.68210926314459e-42,-12.0232421846202,0.046,0.262,1.0008463254338e-37
"Hilpda",2.46936390196886e-20,-12.0231217806143,0.052,0.194,3.69861325236896e-16
"Msrb1",3.81885309173417e-32,-12.0226728594213,0.217,0.178,5.71987816079944e-28
"Sh3bp5",1.25391054034487e-109,-12.0087367052512,0.009,0.295,1.87810720732854e-105
"Vpreb3",3.08820981069444e-38,-12.0037290848322,0.123,0.284,4.62552065445814e-34
"P2ry1",6.25855601316654e-08,-11.9957246812476,0.163,0.198,0.000937406519652084
"Unc119",6.77487313417556e-135,-11.9902685541353,0.067,0.541,1.01474049803681e-130
"Ndc80",7.53220881374543e-48,-11.987809120394,0.046,0.306,1.12817423612279e-43
"Prcp",9.50889170629527e-261,-11.9822166098316,0.073,0.747,1.42424179976891e-256
"Arhgap26",1.16063152502333e-153,-11.9744583175742,0.199,0.693,1.73839389817995e-149
"Naip2",8.47940194095103e-189,-11.9700786727794,0.014,0.498,1.27004482271565e-184
"Ftl1-ps1",4.43349185143659e-106,-11.9678506243624,0.107,0.475,6.64048409508173e-102
"Rnh1",6.61852488803299e-25,-11.9604389503696,0.139,0.409,9.91322657729581e-21
"Gm2415",5.70725230492034e-102,11.9492788286037,0.298,0.039,8.54832250230969e-98
"Ccne1",7.14065304100453e-38,-11.9368847795924,0.153,0.349,1.06952701248166e-33
"Cd84",0,-11.9342117393368,0.012,0.697,0
"Slc25a45",1.90870128983731e-71,-11.9297343277843,0.242,0.493,2.85885279191833e-67
"Ffar4",2.11030756506756e-07,-11.9280017145066,0.15,0.187,0.00316081867095819
"N4bp2l1",4.81315905489426e-194,-11.9276929001031,0.118,0.677,7.20914963242062e-190
"Pcna",5.48867546840772e-65,-11.9217863823872,0.141,0.516,8.22093811658109e-61
"Rad51b",2.10033812722185e-109,-11.9141656852258,0.039,0.42,3.14588644695288e-105
"Hist2h2ac",6.20131330982166e-28,-11.9107989310719,0.045,0.256,9.28832707545088e-24
"Dyrk3",7.58397010485694e-106,-11.9002639043904,0.045,0.35,1.13592704230547e-101
"Hist1h3e",9.06129761557586e-09,-11.8981665351014,0.167,0.295,0.000135720115686095
"Cd8a",2.5596942279333e-36,-11.897795096417,0.081,0.288,3.8339100145985e-32
"Cd7",3.35199754200786e-10,-11.8764504729548,0.155,0.194,5.02062191841937e-06
"Tk1",5.70575264193731e-06,-11.8701297056348,0.196,0.29,0.0854607630709371
"Hey2",1.36558451005942e-83,11.867082562857,0.31,0.052,2.045372479167e-79
"Icam1",4.77189723826451e-205,-11.8546944001481,0.006,0.516,7.14734768347258e-201
"H2-Aa",0,-11.8506652089488,0.068,0.811,0
"Syne2",2.89294613225769e-70,11.8499518267726,0.404,0.133,4.33305471689557e-66
"Arhgap18",7.73645971183489e-224,-11.8296703992678,0.018,0.59,1.15876693563863e-219
"Pax1",7.10013938011202e-55,11.8268472792655,0.201,0.012,1.06345887635318e-50
"Tifa",3.17698312974315e-260,-11.8268025383087,0.084,0.701,4.75848533172928e-256
"Gng10",4.00439011589701e-35,-11.8132286237669,0.103,0.373,5.99777551559054e-31
"Tmem88",2.0810670153128e-62,-11.805258610767,0.006,0.19,3.11702217553551e-58
"Rgs14",1.9171789102555e-194,-11.7936449574634,0.018,0.502,2.87155057178068e-190
"Ect2",1.9637132480454e-30,-11.7823271082663,0.092,0.303,2.94124970292239e-26
"Cdc20",4.41904591791632e-29,-11.7795450086889,0.091,0.194,6.61884697585506e-25
"Ly86",0,-11.7744220789864,0.024,0.827,0
"Traf1",6.79008047858962e-192,-11.7723011016815,0.016,0.52,1.01701825408315e-187
"Tmem173",1.50749871387737e-144,-11.7631652806572,0.045,0.445,2.25793157364552e-140
"Gabre",9.05092960205695e-121,11.7608543485476,0.441,0.052,1.35564823579609e-116
"Mxd3",1.22646641928508e-17,-11.7593567970843,0.521,0.547,1.83700140280519e-13
"Vill",1.93323422059658e-21,-11.7469709328831,0.334,0.377,2.89559821560955e-17
"Kif22",1.76879236722404e-73,-11.7416307671164,0.086,0.377,2.64929720762817e-69
"Lat2",2.54063748025815e-245,-11.7319220635334,0.024,0.564,3.80536681793065e-241
"Slc36a3os",1.62039965907388e-09,-11.7146501644634,0.092,0.185,2.42703460936086e-05
"Rgcc",3.159635756172e-19,-11.713786171189,0.023,0.134,4.73250243559442e-15
"Tpx2",2.54978624216397e-11,-11.7111773862724,0.094,0.218,3.81906983351319e-07
"Arhgap30",0,-11.7064912327063,0.015,0.797,0
"Pak1",2.83792799066756e-210,-11.6993423904306,0.076,0.61,4.25064854442188e-206
"Cebpb",2.84340707275796e-130,-11.6962813744489,0.219,0.659,4.25885511357687e-126
"Prkcb",6.91783708022811e-231,-11.6800958575476,0.011,0.536,1.03615363787657e-226
"Gm5547",1.14541903501732e-61,-11.6741210329822,0.021,0.234,1.71560863064894e-57
"Slc25a20",2.96737184132535e-78,-11.6726866272554,0.068,0.405,4.4445295439371e-74
"Dhx58",4.56633105371437e-68,-11.6664226268355,0.126,0.416,6.83945065225338e-64
"Syn1",1.56127171374462e-17,-11.6527043241494,0.279,0.34,2.33847277284668e-13
"Mcm3",4.2532128309093e-85,-11.6487622175232,0.047,0.417,6.37046217813595e-81
"Sept11",1.48076385118515e-88,-11.6413558230562,0.087,0.502,2.21788809630512e-84
"Runx2",3.08683648951401e-74,-11.6391268611484,0.126,0.46,4.62346369399409e-70
"Tubb2a",1.05535003778716e-124,-11.6344766888693,0.064,0.561,1.58070328659761e-120
"Arhgap22",2.51394109595373e-175,-11.6313146702013,0.044,0.461,3.7653809735195e-171
"Ccr1",2.40870757692271e-175,-11.625169177159,0.119,0.599,3.60776220871483e-171
"H2-Q10",8.4347359457348e-73,-11.6227178758843,0.068,0.369,1.26335474995216e-68
"Rac1",5.17002628383598e-103,-11.6053577126116,0.206,0.675,7.74366536792954e-99
"Haao",2.60826746396978e-104,-11.6033393641239,0.014,0.307,3.90666300753393e-100
"Mms22l",1.95061592173291e-95,-11.5892075032138,0.08,0.419,2.92163252757155e-91
"Foxq1",1.14588152701809e-24,-11.5889471849529,0.141,0.243,1.7163013511677e-20
"Spc25",4.60483999800485e-17,-11.5852854667359,0.05,0.193,6.89712934901167e-13
"Kcnj2",2.42251958304526e-128,-11.5804224341085,0.022,0.355,3.62844983148518e-124
"Dlgap5",9.24275657191841e-159,-11.578537123116,0.023,0.427,1.38438007934194e-154
"Tuba1b",5.37974500387921e-59,-11.5704216498197,0.124,0.492,8.05778206681028e-55
"Gm15503",1.18224138081182e-192,-11.5576638024901,0.044,0.499,1.77076114017994e-188
"Pkp3",3.43209447371068e-95,-11.5574852705766,0.008,0.251,5.14059110272385e-91
"Gbp3",6.35627803463771e-71,-11.5572039069908,0.1,0.435,9.52043324028036e-67
